discogs_artist,discogs_release,discogs_track,soundcloud_track,soundcloud_url,confidence,status
Various,Re:versal 002,Little Man (Exemen Works),Sia - Little Man (DJ Q Remix),https://soundcloud.com/skate_hule/sia-little-man-dj-q-remix?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.72,matched
Skatman,Selected Bangers,Assim,Assim,https://soundcloud.com/skatmanmusic/assim?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Aurawave,Aurawave,https://soundcloud.com/skatmanmusic/aurawave?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Choose Your Destiny,Choose Your Destiny,https://soundcloud.com/skatmanmusic/choose-your-destiny?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Drift Control,Drift Control,https://soundcloud.com/skatmanmusic/drift-control?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Groundshake,Groundshake,https://soundcloud.com/skatmanmusic/groundshake?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Hypnotizing,Hypnotizing,https://soundcloud.com/skatmanmusic/hypnotizing?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Runaway Railway,Runaway Railway,https://soundcloud.com/skatmanmusic/runaway-railway?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Skatman,Selected Bangers,Turn Up The Heat,Turn Up the Heat,https://soundcloud.com/skatmanmusic/turn-up-the-heat?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
James Ruskin,Shortcut,Hang Up,"James Johnston - ""Hang Up"" [Black Key Records]",https://soundcloud.com/black-key-records/james-johnston-hang-up-black?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.62,matched
James Ruskin,Shortcut,Shortcut,Shortcut,https://soundcloud.com/sonnyjames-music/shortcut?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.62,matched
Stimming,Southern Sun,China Tree (Feat. Piper Davis),China Tree (feat. Piper Davis),https://soundcloud.com/stimming/china-tree?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Stimming,Southern Sun,Southern Sun,Southern Sun,https://soundcloud.com/stimming/southern-sun?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Betelgeuse,Betelgeuse,https://soundcloud.com/george-fitzgerald/betelgeuse?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Cold ,Cold,https://soundcloud.com/george-fitzgerald/cold?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Cosmonaut Alley ,Cosmonaut Alley,https://soundcloud.com/george-fitzgerald/cosmonaut-alley?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Further And Further ,Further and Further,https://soundcloud.com/george-fitzgerald/further-and-further?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Passed Tense,Passed Tense,https://soundcloud.com/george-fitzgerald/passed-tense-feat-panda-bear?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Rainbows And Dreams,Rainbows and Dreams (feat. SOAK),https://soundcloud.com/george-fitzgerald/rainbows-and-dreams?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Retina Flash ,Retina Flash,https://soundcloud.com/george-fitzgerald/retina-flash?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Setting Sun ,Setting Sun,https://soundcloud.com/george-fitzgerald/setting-sun?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,The Last Transmission ,The Last Transmission (feat. London Grammar),https://soundcloud.com/george-fitzgerald/the-last-transmission-feat?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
George Fitzgerald,Stellar Drifting,Ultraviolet,Ultraviolet,https://soundcloud.com/george-fitzgerald/ultraviolet?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Swimming / The Open Road,Swimming,Swimming,https://soundcloud.com/kerokerobonito/swimming?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Swimming / The Open Road,The Open Road,The Open Road,https://soundcloud.com/kerokerobonito/the-open-road?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,TOTEP,Cinema,Cinema,https://soundcloud.com/kerokerobonito/cinema?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,TOTEP,Only Acting,Only Acting,https://soundcloud.com/kerokerobonito/only-acting?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,TOTEP,The One True Path,The One True Path,https://soundcloud.com/kerokerobonito/the-one-true-path?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,TOTEP,You Know How It Is,You Know How It Is,https://soundcloud.com/kerokerobonito/you-know-how-it-is?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Warpaint,The Fool,Baby,Warpaint - Baby (Cover),https://soundcloud.com/putriraya/warpaint-baby-cover?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.60,matched
Warpaint,The Fool,Bees,WARPAINT - BEES,https://soundcloud.com/mira3350/warpaint-bees?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.85,matched
Warpaint,The Fool,Shadows,Warpaint - Shadows [Dubstep Remix],https://soundcloud.com/drenergy/warpaint-shadows-dubstep-remix?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.82,matched
Warpaint,The Fool,Undertow,Warpaint - Undertow,https://soundcloud.com/gokcevural/warpaint-undertow?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,The Sneaker Dance,The Sneaker Dance,The Sneaker Dance,https://soundcloud.com/kerokerobonito/the-sneaker-dance?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,The Sneaker Dance,The Sneaker Dance (Instrumental),The Sneaker Dance,https://soundcloud.com/kerokerobonito/the-sneaker-dance?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.82,matched
Kero Kero Bonito,Time 'n' Place,Dear Future Self,Dear Future Self,https://soundcloud.com/kerokerobonito/dear-future-self-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Dump,Dump,https://soundcloud.com/kerokerobonito/dump-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Flyway,Flyway,https://soundcloud.com/kerokerobonito/flyway-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,If I'd Known,If I'd Known,https://soundcloud.com/kerokerobonito/if-id-known-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Make Believe,Make Believe,https://soundcloud.com/kerokerobonito/make-believe-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Only Acting,Only Acting,https://soundcloud.com/kerokerobonito/only-acting?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Outside,Outside,https://soundcloud.com/kerokerobonito/outside-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Rest Stop,Rest Stop,https://soundcloud.com/kerokerobonito/rest-stop-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Sometimes,Sometimes,https://soundcloud.com/kerokerobonito/sometimes-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Swimming,Swimming,https://soundcloud.com/kerokerobonito/swimming-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Time Today,Time Today,https://soundcloud.com/kerokerobonito/time-today?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
Kero Kero Bonito,Time 'n' Place,Visiting Hours,Visiting Hours,https://soundcloud.com/kerokerobonito/visiting-hours-kkb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,1.00,matched
The Sun Ra Arkestra,Universe In Blue,Another Shade Of Blue,Another Shade of Blue,https://soundcloud.com/sun-ra-official/another-shade-of-blue?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.82,matched
The Sun Ra Arkestra,Universe In Blue,Black Man [When The Black Man Ruled This Land] (Complete Version),When the Black Man Ruled This Land (complete version),https://soundcloud.com/sun-ra-official/when-the-black-man-ruled-1?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.82,matched
The Sun Ra Arkestra,Universe In Blue,In A Blue Mood,In a Blue Mood,https://soundcloud.com/sun-ra-official/in-a-blue-mood?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.82,matched
The Sun Ra Arkestra,Universe In Blue,Universe In Blue (Complete Version),Universe in Blue (complete version),https://soundcloud.com/sun-ra-official/universe-in-blue-complete?utm_medium=api&utm_campaign=social_sharing&utm_source=id_325268,0.82,matched
Rampue,Bubblebath Trance,Bubblebath Trance,,,,unmatched
Rampue,Bubblebath Trance,Die Leiden des hungrigen Fruehstuecks,,,,unmatched
Rampue,Bubblebath Trance,Harmonie,,,,unmatched
Rampue,Bubblebath Trance,Verfahren,,,,unmatched
Danny L Harle,Cerulean,Facing Away,,,,unmatched
Danny L Harle,Cerulean,Island (Da Da Da),,,,unmatched
Danny L Harle,Cerulean,Island (Da Da Da),,,,unmatched
Danny L Harle,Cerulean,Laa,,,,unmatched
Danny L Harle,Cerulean,Laa,,,,unmatched
Danny L Harle,Cerulean,Noctilucence,,,,unmatched
Danny L Harle,Cerulean,Noctilucence,,,,unmatched
Danny L Harle,Cerulean,O Now Am I Truly Lost,,,,unmatched
Danny L Harle,Cerulean,O Now Am I Truly Lost,,,,unmatched
Danny L Harle,Cerulean,On & On,,,,unmatched
Danny L Harle,Cerulean,On & On,,,,unmatched
Danny L Harle,Cerulean,Raft In The Sea,,,,unmatched
Danny L Harle,Cerulean,Raft In The Sea,,,,unmatched
Danny L Harle,Cerulean,Te Re Re,,,,unmatched
Danny L Harle,Cerulean,Te Re Re,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Convoy,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Crimson,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Great Day,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Hammerhead,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Hard Crust,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Hold Back,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Little Big John,,,,unmatched
"Simon Haseley, Peter Reno",Great Day,Summer Friend,,,,unmatched
Warpaint,Heads Up,Above Control,,,,unmatched
Warpaint,Heads Up,Don't Wanna,,,,unmatched
Warpaint,Heads Up,Dre,,,,unmatched
Warpaint,Heads Up,Today Dear,,,,unmatched
Warpaint,Heads Up,Whiteout,,,,unmatched
Ninajirachi,I Love My Computer,ฅ^•ﻌ•^ฅ,,,,unmatched
Jamie xx,In Colour,Girl,,,,unmatched
Jamie xx,In Colour,Obvs,,,,unmatched
The Notwist,Magnificent Fall,Alien Research Center (Extended Version),,,,unmatched
The Notwist,Magnificent Fall,Come In,,,,unmatched
The Notwist,Magnificent Fall,Magnificent Fall,,,,unmatched
The Notwist,Magnificent Fall,Sleep (Odd Nosdam Remix),,,,unmatched
The Notwist,Magnificent Fall,Solo-Swim,,,,unmatched
Geinoh Yamashirogumi,Original Motion Picture Soundtrack: Akira,Kaneda,,,,unmatched
Various,Re:versal 002,Bonus Track,,,,unmatched
Tin Tin Out,Re:versal 002,What Am I (Groove Chronicles Remix),,,,unmatched
Tin Tin Out,Re:versal 002,What Am I (K-Warren Remix),,,,unmatched
James Ruskin,Shortcut,Drums Eyes,,,,unmatched
Warpaint,The Fool,Composure,,,,unmatched
Warpaint,The Fool,Lissie's Heart Murmur,,,,unmatched
Warpaint,The Fool,Majesty,,,,unmatched
Warpaint,The Fool,Set Your Arms Down,,,,unmatched
Warpaint,The Fool,Warpaint,,,,unmatched
Kito (5),What If / Cold,Cold,,,,unmatched
Kito (5),What If / Cold,What If,,,,unmatched
