
> discogs-manager@2.0.0 dev
> ts-node src/index.ts collection query releases count(), artist group by artist order by count desc

count  artist                                                                                                                                                                                                     
    1  Phil Collins                                                                                                                                                                                               
    1  Phil Ranelin                                                                                                                                                                                               
    1  Philip Glass                                                                                                                                                                                               
    1  Philippe Chany                                                                                                                                                                                             
    1  Phunky Data                                                                                                                                                                                                
    1  Pieter K                                                                                                                                                                                                   
    1  Ping Pong (10), Sweet Potato                                                                                                                                                                               
    1  PinkPantheress                                                                                                                                                                                             
    1  Pish Posh, DJ Wally                                                                                                                                                                                        
    1  Plastikman                                                                                                                                                                                                 
    1  Platinum Blonde                                                                                                                                                                                            
    1  Pointer Sisters                                                                                                                                                                                            
    1  Portishead                                                                                                                                                                                                 
    1  Prefab Sprout                                                                                                                                                                                              
    1  Prefuse 73                                                                                                                                                                                                 
    1  Prince Paul                                                                                                                                                                                                
    1  Prophets Of Soul                                                                                                                                                                                           
    1  Public Image Limited                                                                                                                                                                                       
    1  Purple Disco Machine                                                                                                                                                                                       
    1  Purple Penguin                                                                                                                                                                                             
    1  Push Button Objects, Del Tha Funkee Homosapien, Mr. Lif, DJ Craze                                                                                                                                          
    1  Pyotr Ilyich Tchaikovsky                                                                                                                                                                                   
    1  Pyotr Ilyich Tchaikovsky, Alexis Weissenberg, Herbert von Karajan                                                                                                                                          
    1  Quannum MC's, Lyrics Born, The Poets Of Rhythm                                                                                                                                                             
    1  R.E.M.                                                                                                                                                                                                     
    1  RJD2                                                                                                                                                                                                       
    1  Rabbit In The Moon                                                                                                                                                                                         
    1  Ram Trilogy                                                                                                                                                                                                
    1  Rampue                                                                                                                                                                                                     
    1  Rave 2 The Grave                                                                                                                                                                                           
    1  Razor                                                                                                                                                                                                      
    1  Real Life                                                                                                                                                                                                  
    1  Red Snapper                                                                                                                                                                                                
    1  Resoraz                                                                                                                                                                                                    
    1  Richie Rich                                                                                                                                                                                                
    1  Rick Wakeman                                                                                                                                                                                               
    1  Robert Palmer                                                                                                                                                                                              
    1  Robin Dransfield                                                                                                                                                                                           
    1  Robin Williamson & His Merry Band                                                                                                                                                                          
    1  Roc Raida                                                                                                                                                                                                  
    1  Rockerfella                                                                                                                                                                                                
    1  Roger Williams (2)                                                                                                                                                                                         
    1  Romeo Void                                                                                                                                                                                                 
    1  Roots Manuva                                                                                                                                                                                               
    1  Rosalía (3)                                                                                                                                                                                                
    1  Roxette                                                                                                                                                                                                    
    1  Roy Ayers                                                                                                                                                                                                  
    1  Rudy Franklin                                                                                                                                                                                              
    1  Ryotaro Noshiro                                                                                                                                                                                            
    1  Rythm Syndicate (2)                                                                                                                                                                                        
    1  SD                                                                                                                                                                                                         
    1  SOHN                                                                                                                                                                                                       
    1  Salar Ansari                                                                                                                                                                                               
    1  Salif Keita                                                                                                                                                                                                
    1  Salt 'N' Pepa                                                                                                                                                                                              
    1  Sampa The Great                                                                                                                                                                                            
    1  Savath & Savalas                                                                                                                                                                                           
    1  Savoy Brown                                                                                                                                                                                                
    1  Sepehr                                                                                                                                                                                                     
    1  Sergei Prokofiev, Camille Saint-Saëns, Leonard Bernstein, New York Philharmonic                                                                                                                            
    1  Shaun Cassidy                                                                                                                                                                                              
    1  Shawn Phillips (2)                                                                                                                                                                                         
    1  Shelly Manne & His Friends                                                                                                                                                                                 
    1  Shy FX                                                                                                                                                                                                     
    1  Shy FX & T Power                                                                                                                                                                                           
    1  Sigue Sigue Sputnik                                                                                                                                                                                        
    1  Simon Haseley, Peter Reno                                                                                                                                                                                  
    1  Simple Minds                                                                                                                                                                                               
    1  Sinéad O'Connor                                                                                                                                                                                            
    1  Sinéad O'Connor, MC Lyte                                                                                                                                                                                   
    1  Sir Menelik, Cyclops 4000                                                                                                                                                                                  
    1  Sir Mix-A-Lot                                                                                                                                                                                              
    1  Six Finger Satellite                                                                                                                                                                                       
    1  Skatman                                                                                                                                                                                                    
    1  Skyjuice                                                                                                                                                                                                   
    1  Sleep Chamber                                                                                                                                                                                              
    1  Slick Rick                                                                                                                                                                                                 
    1  Sly & Robbie                                                                                                                                                                                               
    1  Smart Alex                                                                                                                                                                                                 
    1  Smart E's                                                                                                                                                                                                  
    1  Smash Mouth                                                                                                                                                                                                
    1  Smog                                                                                                                                                                                                       
    1  Snail (4)                                                                                                                                                                                                  
    1  Snowboy                                                                                                                                                                                                    
    1  Sofia Kourtesis                                                                                                                                                                                            
    1  Solid State                                                                                                                                                                                                
    1  Solvent                                                                                                                                                                                                    
    1  Sophie Hoffman                                                                                                                                                                                             
    1  Souls Of Mischief                                                                                                                                                                                          
    1  Soulstice                                                                                                                                                                                                  
    1  Special Forces                                                                                                                                                                                             
    1  Specimen                                                                                                                                                                                                   
    1  Speedy J                                                                                                                                                                                                   
    1  Spoons                                                                                                                                                                                                     
    1  Stan Rogers                                                                                                                                                                                                
    1  Stephanie Mills                                                                                                                                                                                            
    1  Steve Martin (2)                                                                                                                                                                                           
    1  Steve Miller Band                                                                                                                                                                                          
    1  Steve Winwood                                                                                                                                                                                              
    1  Stevie Nicks, Tom Petty And The Heartbreakers                                                                                                                                                              
    1  Stevie Wonder                                                                                                                                                                                              
    1  Storm Troopers                                                                                                                                                                                             
    1  Strawberry Alarm Clock                                                                                                                                                                                     
    1  Struction (2)                                                                                                                                                                                              
    1  Styx                                                                                                                                                                                                       
    1  Sub Dub                                                                                                                                                                                                    
    1  Sudan Archives                                                                                                                                                                                             
    1  Super Ragga Gabba                                                                                                                                                                                          
    1  Supreme Beings Of Leisure                                                                                                                                                                                  
    1  Susumu Yokota                                                                                                                                                                                              
    1  Sutekh, Twerk                                                                                                                                                                                              
    1  TGT (The Genetic Terrorists)                                                                                                                                                                               
    1  TLC                                                                                                                                                                                                        
    1  TWINS (15)                                                                                                                                                                                                 
    1  Tala                                                                                                                                                                                                       
    1  Talk Talk                                                                                                                                                                                                  
    1  Talvin Singh                                                                                                                                                                                               
    1  Team Dresch                                                                                                                                                                                                
    1  Tears For Fears                                                                                                                                                                                            
    1  Technotronic                                                                                                                                                                                               
    1  Ted Egan                                                                                                                                                                                                   
    1  Teebee                                                                                                                                                                                                     
    1  Tetris                                                                                                                                                                                                     
    1  The Alan Parsons Project                                                                                                                                                                                   
    1  The Amalgamation Of Soundz, Quorum                                                                                                                                                                         
    1  The Artist (Formerly Known As Prince)                                                                                                                                                                      
    1  The Beat (2)                                                                                                                                                                                               
    1  The Beatles                                                                                                                                                                                                
    1  The Black Flames, Public Enemy                                                                                                                                                                             
    1  The Brand New Heavies, N'Dea Davenport                                                                                                                                                                     
    1  The Bubblemen                                                                                                                                                                                              
    1  The Bug, The Rootsman, DJ /rupture                                                                                                                                                                         
    1  The Buggles                                                                                                                                                                                                
    1  The Burner Brothers                                                                                                                                                                                        
    1  The Cambridge Buskers                                                                                                                                                                                      
    1  The Canby Singers                                                                                                                                                                                          
    1  The Cannonball Adderley Quintet, Ronnie Foster                                                                                                                                                             
    1  The Charlatans                                                                                                                                                                                             
    1  The Count (5)                                                                                                                                                                                              
    1  The Damned                                                                                                                                                                                                 
    1  The Dead Milkmen                                                                                                                                                                                           
    1  The Delusions (2)                                                                                                                                                                                          
    1  The Doobie Brothers                                                                                                                                                                                        
    1  The Doors                                                                                                                                                                                                  
    1  The Emeralds (10)                                                                                                                                                                                          
    1  The Exploited                                                                                                                                                                                              
    1  The Firesign Theatre                                                                                                                                                                                       
    1  The Fixx                                                                                                                                                                                                   
    1  The Flying Lizards                                                                                                                                                                                         
    1  The Free Design                                                                                                                                                                                            
    1  The Guess Who                                                                                                                                                                                              
    1  The Harvard Glee Club                                                                                                                                                                                      
    1  The Herbaliser, What? What?                                                                                                                                                                                
    1  The Infinite Posse                                                                                                                                                                                         
    1  The Irresistible Force                                                                                                                                                                                     
    1  The Jacksons                                                                                                                                                                                               
    1  The KLF, The Children Of The Revolution                                                                                                                                                                    
    1  The Knack (3)                                                                                                                                                                                              
    1  The Lucy Show                                                                                                                                                                                              
    1  The Lydons And The O'Donnells                                                                                                                                                                              
    1  The Meditations                                                                                                                                                                                            
    1  The Mighty Diamonds                                                                                                                                                                                        
    1  The Notwist                                                                                                                                                                                                
    1  The Notwist, Console, Klimek                                                                                                                                                                               
    1  The Orb                                                                                                                                                                                                    
    1  The Original RAW                                                                                                                                                                                           
    1  The Patrol (2)                                                                                                                                                                                             
    1  The Pennywhistlers                                                                                                                                                                                         
    1  The Pharcyde                                                                                                                                                                                               
    1  The Philadelphia Orchestra, Eugene Ormandy                                                                                                                                                                 
    1  The Pipes And Drums Of The Royal Scots Dragoon Guards (Carabiniers And Greys), The Military Band Of The Royal Scots Dragoon Guards (Carabiniers And Greys)                                                 
    1  The Polyphonic Spree                                                                                                                                                                                       
    1  The Roots                                                                                                                                                                                                  
    1  The Sabres Of Paradise, LFO, Nightmares On Wax                                                                                                                                                             
    1  The Sanford-Townsend Band                                                                                                                                                                                  
    1  The Shins                                                                                                                                                                                                  
    1  The Smurfs (2)                                                                                                                                                                                             
    1  The Stone Roses                                                                                                                                                                                            
    1  The Stranglers                                                                                                                                                                                             
    1  The The                                                                                                                                                                                                    
    1  The Time                                                                                                                                                                                                   
    1  The Visitors (5)                                                                                                                                                                                           
    1  The Voxpoppers                                                                                                                                                                                             
    1  The Waitresses                                                                                                                                                                                             
    1  The Watersons                                                                                                                                                                                              
    1  The Wiseguys                                                                                                                                                                                               
    1  Theo Kottis                                                                                                                                                                                                
    1  Theo Parrish, Maurissa Rose                                                                                                                                                                                
    1  They Might Be Giants                                                                                                                                                                                       
    1  Thrashing Doves                                                                                                                                                                                            
    1  Tim "Love" Lee                                                                                                                                                                                             
    1  Tim Exile                                                                                                                                                                                                  
    1  Tinariwen, Tinariwen                                                                                                                                                                                       
    1  Tipsy                                                                                                                                                                                                      
    1  Tipsy, We™                                                                                                                                                                                                 
    1  Tito Puente & His Concert Orchestra                                                                                                                                                                        
    1  To Rococo Rot                                                                                                                                                                                              
    1  Tommy Knocker                                                                                                                                                                                              
    1  Toni Basil                                                                                                                                                                                                 
    1  Toni Rios                                                                                                                                                                                                  
    1  Tony Y Not, Tee Mango                                                                                                                                                                                      
    1  Tori Amos                                                                                                                                                                                                  
    1  Total Science, Q Project                                                                                                                                                                                   
    1  Toto                                                                                                                                                                                                       
    1  Touane                                                                                                                                                                                                     
    1  Towa Tei                                                                                                                                                                                                   
    1  Traffic                                                                                                                                                                                                    
    1  Trapezoid                                                                                                                                                                                                  
    1  Triumph (2)                                                                                                                                                                                                
    1  Tweet                                                                                                                                                                                                      
    1  U2                                                                                                                                                                                                         
    1  UFO!                                                                                                                                                                                                       
    1  UK Apachi, Shy FX                                                                                                                                                                                          
    1  UK Gold                                                                                                                                                                                                    
